msoa11cd,covid19,p80up,pblack50up,pasian50up,incomescore19,higheredu,pcarehm,pm251418,so21418,nox,countDays,allpop,la,utla,p5064,p6579,morbidity,pindian,ppakbang,pblack,pchinese,so21418,nox,pcareservice,psale_cust,pprocess_plant,pelementary,pbus,ptrain,ptube,personkm2
"E02003087",1,6.77042,.044603,.4906334,.0973722,.9036765,0,8.154,1.05,12.132,36,10088,"E06000024","E06000024",22.87867,21.93695,92.26361,.2617516,.0763442,.0436253,.1854074,1.05,12.132,10.26176,8.501274,6.161686,9.312022,1.195159,1.225416,.0605144,310.1371
"E02003088",2,8.591746,.1700267,.1943163,.0498745,.883374,1.901686,8.156,.943,9.93,36,8578,"E06000024","E06000024",23.18722,21.22873,81.04621,.1315632,.0717617,.2750867,.9209425,.943,9.93,8.147379,5.033731,4.748313,8.899844,.6539235,.6539235,.0838364,218.0256
"E02003089",2,7.528147,.1094891,.620438,.1673507,.9121292,1.073221,7.961,.908,11.263,36,5951,"E06000024","E06000024",22.50042,19.71097,103.9121,1.956033,.5193007,.4500606,.0519301,.908,11.263,12.06597,9.461805,8.203125,12.76042,2.675669,1.375344,.0250063,1822.761
"E02003090",5,6.665797,0,.9133965,.0476627,.8490252,1.358774,9.125,1.115,15.656,37,7666,"E06000025","E06000025",20.04957,17.67545,86.1365,.621567,.1011853,.3035559,.2457358,1.115,15.656,7.925548,7.625338,4.803362,9.576704,1.159363,.2751032,.0589507,358.3719
"E02003091",6,6.536338,0,.6751688,.0714498,.8787082,0,9.481,1.188,17.934,37,6701,"E06000025","E06000025",22.72795,18.44501,85.22001,.2129925,.1064963,.2282063,.182565,1.188,17.934,8.467243,8.807169,5.469716,11.40297,1.982471,.4799666,.0626043,480.929
"E02003092",1,4.206242,.4222379,.5277973,.0541437,.8930902,.7706886,9.137,1.247,14.775,37,8107,"E06000025","E06000025",27.93882,14.57999,87.1234,.3284902,.3032217,.9475679,.0126342,1.247,14.775,7.399158,6.161841,5.246226,8.33952,.9304686,.5582812,.0507528,143.1463
"E02003093",3,8.925823,.062054,.3723239,.0390084,.8568749,.5926151,8.704,1.151,14.523,37,6498,"E06000025","E06000025",24.45368,21.83749,75.34643,.3798815,0,.1823431,.0151953,1.151,14.523,6.55245,5.560565,3.606853,7.454163,1.061615,.5620316,.062448,87.92898
"E02003094",2,4.736191,.1916933,.7348243,.061999,.9025133,.6106322,9.424,1.509,23.829,37,8889,"E06000025","E06000025",22.46597,14.51232,79.86542,.5866858,.3711686,.4430076,.2035441,1.509,23.829,8.010041,7.120037,6.617983,10.178,1.718724,1.222938,.0165262,199.9317
"E02003095",0,3.880637,.2265861,.9063444,.0442211,.9079245,2.260283,9.327,1.554,16.806,37,7473,"E06000025","E06000025",23.76556,15.04081,95.39831,.2105854,.2667415,.3369367,.3509757,1.554,16.806,9.492217,8.624649,6.455729,9.288084,1.752403,1.130582,.0376861,1452.732
"E02003096",0,3.770058,.3058104,.9683996,.0935765,.9273576,0,10.074,2.083,21.207,37,6419,"E06000025","E06000025",21.62331,13.42888,92.6881,.55788,.0774833,.41841,.1704634,2.083,21.207,10.03696,9.695764,9.32613,13.4774,1.957149,1.751133,.0412031,5052.617
"E02003097",1,8.183229,.0715308,.3576538,.0610032,.9096727,.5466238,9.383,1.681,16.941,37,6440,"E06000025","E06000025",21.31988,21.21118,84.87335,.4823151,.1286174,.096463,.1286174,1.681,16.941,8.820679,7.948304,6.817448,9.531503,1.872492,.8247882,.1114579,1272.188
"E02003098",0,1.241811,.5467469,3.608529,.0406996,.8765048,0,11.041,1.465,35.8,37,10227,"E06000025","E06000025",18.64672,7.196636,82.97815,4.213987,.7471608,1.265192,1.374776,1.465,35.8,6.678612,9.773579,4.821632,7.932888,3.191347,1.909467,.1335292,3682.902
"E02003099",5,6.269926,.2641509,.754717,.0975978,.9287127,.6739927,10.354,2.124,21.549,37,7528,"E06000025","E06000025",19.84591,16.1796,96.6541,.1904762,.3956044,.2490842,.1318681,2.124,21.549,10.81863,10.12438,10.76078,14.14521,2.217782,1.318681,.03996,3825.213
"E02003100",3,4.109892,.7516779,1.395973,.1167651,.9194165,.0190277,10.432,1.498,32.438,37,13577,"E06000025","E06000025",18.3693,11.23223,108.2487,.7135382,.2283322,1.350966,.6279136,1.498,32.438,9.067735,11.99927,8.248362,15.7866,3.835861,.5479801,.0254874,3129.812
"E02003101",1,2.199661,.931195,3.517848,.0522444,.8918694,0,10.189,1.528,27.199,37,11229,"E06000025","E06000025",20.09084,6.25167,88.85735,5.293059,.8237856,1.34457,1.467664,1.528,27.199,5.451982,9.916967,4.778317,7.566975,4.033997,1.69986,.0507421,6428.348
"E02003102",0,6.125072,.0754717,.6037736,.0578105,.8818627,.3067485,9.49,1.365,20.153,37,7004,"E06000025","E06000025",22.03027,15.67676,84.8238,.2453988,.1687117,.2760736,.1226994,1.365,20.153,7.443467,7.192211,5.621859,8.448492,1.725626,.6902502,.0431406,828.9951
"E02003103",0,1.768092,.4856989,.9174312,.0707569,.938013,.2494457,9.788,1.746,20.377,37,7296,"E06000025","E06000025",18.64035,11.1705,95.55045,.6374723,.1385809,.3464523,.1108647,1.746,20.377,11.04463,10.99476,10.59586,14.83421,2.334777,.9602711,.0564865,5350.229
"E02003104",0,4.092038,.620877,1.629802,.0732529,.9035808,0,10.121,1.484,26.351,37,7649,"E06000025","E06000025",22.38201,14.00183,99.61723,.7577737,.1437157,.9014894,.7708388,1.484,26.351,8.240696,10.36733,6.573224,10.70566,4.093772,2.851645,.0349895,4220.463
"E02003105",0,9.278351,.2103787,.8064516,.0677604,.882957,1.444903,10.215,1.502,26.845,37,6402,"E06000025","E06000025",22.61793,17.54139,84.7838,.4922197,.1746586,.3334392,.3493173,1.502,26.845,8.101695,8.271187,5.288136,7.694915,2.395761,.6450127,0,850.0115
"E02003106",4,2.818587,1.3269,2.332127,.0518971,.9116914,1.284858,10.288,1.487,29.895,37,15043,"E06000025","E06000025",13.10244,6.062621,82.38222,2.436471,.9517465,1.874941,1.846388,1.487,29.895,6.656347,10.64242,2.689629,8.320434,4.521405,2.429052,.0601251,1495.134
"E02003107",1,5.215077,.986365,2.175805,.0863716,.9015632,.5279533,10.018,1.524,25.312,37,11275,"E06000025","E06000025",15.68071,11.37029,94.85916,3.695673,.9710569,2.451211,1.376449,1.524,25.312,8.755673,10.76021,6.39183,13.04841,5.75104,1.399924,.0378358,2771.971
"E02003108",0,5.341522,.1975169,.5361174,.0771487,.9055253,.376061,9.831,1.579,21.216,37,10746,"E06000025","E06000025",22.77126,14.81481,94.96533,.1181906,.3868056,.6339315,.268615,1.579,21.216,8.376315,7.262224,6.313183,8.727048,2.876752,.4088785,.0438084,338.097
"E02003109",1,7.382225,.5074161,1.717408,.0254251,.8865984,0,10.651,1.543,29.36,37,6177,"E06000025","E06000025",21.062,15.97863,84.63272,1.152882,.6683375,.6683375,.5012531,1.543,29.36,7.660456,7.591443,4.31332,6.280193,4.090577,.6087168,.073046,4148.979
"E02003110",4,2.573468,.7929883,2.462437,.0322836,.8953484,0,10.311,1.542,22.716,37,12046,"E06000025","E06000025",18.59538,8.675078,80.00997,.9451249,.4629183,.877616,1.138008,1.542,22.716,7.273963,7.222978,3.450034,5.591434,3.830481,.5297474,.0814996,3528.074
"E02003111",4,8.508071,.7069914,1.099764,.0669764,.8676011,1.080394,10.334,1.766,24.885,37,6629,"E06000025","E06000025",20.4254,15.59813,82.99021,.9850652,.651414,1.429933,.1429933,1.766,24.885,7.779172,7.685069,4.171895,6.555834,4.657472,.4974,.0452182,4412.283
"E02003112",1,6.094434,.2532714,.88645,.1290697,.9294537,0,10.44,1.885,24.199,37,6629,"E06000025","E06000025",19.21858,13.01855,99.99641,.4544742,.626861,.4388027,.3134305,1.885,24.199,10.37358,9.372915,7.638426,13.00867,3.938434,.3168855,.0452694,5627.866
"E02003113",4,5.798039,.160661,.2983705,.0626063,.8808637,.2754008,8.812,.991,13.157,37,10814,"E06000025","E06000025",26.29924,16.48789,83.51665,.1573719,.0098357,.1180289,.2065506,.991,13.157,7.128272,5.550399,5.401894,7.852237,1.654338,1.183591,.134499,63.50954
"E02003114",1,8.794879,.559832,.7347795,.0979712,.9175189,.4579279,10.584,1.998,24.235,37,7186,"E06000025","E06000025",20.47036,15.5302,100.7347,.4006869,.2432742,1.101889,.2862049,1.998,24.235,9.862779,9.634077,8.233276,10.43453,4.883397,.2790512,.0199322,5268.329
"E02003115",4,5.407587,1.080737,1.017165,.1242463,.924658,1.735997,10.757,2.006,25.975,37,9912,"E06000025","E06000025",17.20137,12.38902,105.0471,.6223387,.4367289,1.84518,.4694836,2.006,25.975,11.23572,9.606433,7.955988,11.38383,5.675234,.1782796,.0148566,6452.307
"E02003116",3,6.92613,.5076142,.4713561,.1526965,.9401777,.8468969,10.428,1.957,22.474,37,7811,"E06000025","E06000025",18.26911,13.89067,102.3697,.4102157,.4102157,1.362975,.1323276,1.957,22.474,11.44391,10.56796,9.352924,13.67618,5.380748,.1675666,.074474,5645.758
"E02003117",2,4.666096,.7914659,1.273228,.1078596,.932802,1.374971,10.331,1.737,23.527,37,9344,"E06000025","E06000025",19.02825,11.71875,98.11462,.5826148,.4660918,1.444885,.2796551,1.737,23.527,10.28779,11.39814,7.772491,10.1065,5.510796,.3867225,.0483403,5550.358
"E02003118",2,3.788917,.2252252,.6435006,.0722842,.9104653,1.058927,9.616,1.447,19.177,37,10214,"E06000025","E06000025",22.8412,11.99334,89.75169,.3921953,.1274635,.5588783,.2549269,1.447,19.177,9.010875,10.09839,6.749525,8.803729,4.771191,.2730109,.026001,2918.804
"E02003119",6,4.805775,.4653709,.684369,.1059084,.9284055,.8217324,9.534,1.493,17.076,37,10529,"E06000025","E06000025",22.16735,13.18264,100.8941,.396365,0,.6090487,.154679,1.493,17.076,9.82443,10.77699,7.900635,10.17931,4.609219,.4809619,0,2670.543
"E02003120",1,7.730619,.4446915,.7782101,.0685541,.9064499,.5957345,9.51,1.346,20.511,37,9236,"E06000025","E06000025",21.84929,16.07839,92.5832,.4527583,.3336113,.5480758,.2978673,1.346,20.511,8.57347,10.33579,6.072875,8.025721,4.378225,.2663559,.066589,2893.315
"E02003121",3,7.47889,.1590186,.3634712,.0372951,.900376,.7374631,9.277,1.248,17.847,37,9948,"E06000025","E06000025",23.51226,18.55649,91.07597,.2163225,.0098328,.2359882,.2753196,1.248,17.847,8.56258,10.03826,6.194207,7.269083,5.013818,.6579813,.0526385,2076.481
"E02003122",2,7.528549,.0608088,.6080875,.0605037,.895963,1.099718,8.34,1.566,14.726,34,7093,"E06000026","E06000026",23.22008,21.40138,107.3405,.594442,0,.4012483,.2526378,1.566,14.726,8.688471,8.35811,5.450942,9.382227,5.050298,.1437077,.061589,1964.17
"E02003123",1,5.696276,.0962773,.3209243,.1635615,.9243792,.1867297,7.983,1.193,13.449,34,8567,"E06000026","E06000026",20.5206,13.84382,126.0396,.2987676,.0622432,.211627,.0871405,1.193,13.449,12.64237,11.56036,10.47836,14.29385,7.888391,.2583534,0,3111.608
"E02003124",0,4.804427,.1587302,.515873,.1985809,.9329554,.6276419,8.162,1.129,12.259,34,7951,"E06000026","E06000026",19.34348,11.41995,136.9449,.0896631,.1665172,.4226976,.1537082,1.129,12.259,12.81222,10.3732,9.961799,14.42845,8.152271,.1436524,.0538696,2874.564
"E02003125",1,4.904542,.2217295,.1330377,.2056092,.9278005,.4003336,7.916,1.096,12.426,34,6076,"E06000026","E06000026",23.93022,15.83278,134.5338,.1000834,.0834028,.1834862,.0333611,1.096,12.426,12.99775,11.57025,11.64538,14.50038,8.452274,.2007136,0,1855.935
"E02003126",0,4.591236,.1,.4333333,.1276877,.9282414,.4268796,8.117,1.452,17.308,34,7645,"E06000026","E06000026",20.39241,17.69784,130.9124,.8675296,.1239328,.1377031,.3029468,1.452,17.308,11.5363,12.43669,9.144626,13.81542,6.683168,.1768034,.053041,1504.081
"E02003127",0,4.274748,.1212121,.5656565,.2103253,.9435259,.6208718,9.114,1.511,15.674,34,7556,"E06000026","E06000026",20.26204,12.82425,129.9391,.0528402,.1717305,.2906209,.1453104,1.511,15.674,12.54802,11.71575,10.65941,15.10884,7.685045,.1699396,0,3958.413
"E02003128",1,4.645088,.1291572,.516629,.1899048,.9181172,1.16709,8.977,1.358,17.312,34,8805,"E06000026","E06000026",20.17036,14.07155,125.4404,.7048764,.231107,.6008782,.1848856,1.358,17.312,13.12483,12.24272,9.061749,14.03368,7.805738,.1763103,.0320564,4243.704
"E02003129",2,6.900416,.312256,.3903201,.0984289,.8911483,0,8.721,1.325,18.954,34,6246,"E06000026","E06000026",21.2456,16.66667,115.4572,.4600521,.2760313,1.042785,.3220365,1.325,18.954,9.784872,8.292852,4.892436,9.507287,6.258412,.2467474,.0672948,2843.716
"E02003130",1,4.157176,.2775465,.3608104,.2073236,.9378811,0,9.037,1.428,16.404,34,10536,"E06000026","E06000026",21.5167,13.09795,133.6144,.0489045,.0880282,.2249609,.1271518,1.428,16.404,15.09852,10.6708,10.0952,14.89927,9.816772,.30761,.0267487,5618.738
"E02003131",0,4.720043,.1051893,.315568,.1427715,.9271456,0,8.564,1.323,17.806,34,7394,"E06000026","E06000026",19.42115,16.97322,129.3073,.2667022,0,.2800373,.120016,1.323,17.806,12.39526,11.84629,9.159203,14.36001,8.24555,.108972,0,2720.5
"E02003132",2,5.15074,.1014542,.7101792,.1239287,.9116187,.5545053,9.515,1.598,18.734,34,8989,"E06000026","E06000026",19.86873,13.30515,112.1802,.2520479,.2520479,.3906742,.5545053,1.598,18.734,10.95425,10.48366,7.843137,11.05882,7.379359,.1937302,.0352237,4807.57
"E02003133",0,5.154355,.1394214,.3834088,.1079112,.9043421,.4355519,9.487,1.649,20.005,34,7256,"E06000026","E06000026",22.54686,17.14443,125.5477,.149721,.13611,.217776,.068055,1.649,20.005,11.3551,10.66166,7.281133,10.11268,6.098017,.4489338,.0374111,4084.178
"E02003134",0,4.308094,.1809955,.4977376,.2376128,.9285924,.1298701,9.672,1.58,20.56,34,6894,"E06000026","E06000026",21.22135,11.80737,131.4492,.1010101,.02886,.2308802,.4329004,1.58,20.56,11.5413,11.24631,10.0295,18.25221,8.207123,.2046664,.0204666,3569.647
"E02003135",0,2.613966,.0544959,.5449591,.2416264,.9260494,.0534831,8.93,1.625,16.489,34,7919,"E06000026","E06000026",17.26228,8.37227,140.8629,.0802246,.0802246,.8156171,.2273031,1.625,16.489,12.9669,10.87155,8.381415,16.21622,10.65177,.5959032,.018622,3011.934
"E02003136",2,9.796649,.0545405,.327243,.066073,.8911681,2.694497,8.23,1.334,15.776,34,7819,"E06000026","E06000026",21.07686,20.62924,105.681,.2150538,.0126502,.1391524,.1644529,1.334,15.776,10.06693,9.035136,5.939766,8.170664,4.617579,.1426279,.071314,1847.295
"E02003137",2,9.490446,.1865092,.8082064,.0545024,.8620325,2.322299,9.629,1.577,23.499,34,7850,"E06000026","E06000026",23.19745,16.15287,103.1945,.1796253,.1924557,.5132153,.6158584,1.577,23.499,7.528598,7.182761,3.564778,6.171854,5.206233,.4216315,.091659,4024.324
"E02003138",0,3.74852,.0931966,.7921715,.0624933,.8883726,.3477796,9.432,1.561,23.544,34,7603,"E06000026","E06000026",20.36038,9.772458,106.1921,.58855,.2140182,.6286784,.6420546,1.561,23.544,8.917835,8.016032,3.431864,6.387775,6.089744,.6410257,.0356125,5507.584
"E02003139",1,2.508905,.3259098,.4345464,.0596948,.9087515,0,8.434,1.301,16.528,34,6457,"E06000026","E06000026",21.09339,11.69274,111.1171,.2766677,0,.3842607,.0307409,1.301,16.528,10.18249,11.74292,6.294631,8.436921,6.43002,.2839757,0,5018.464
"E02003140",0,7.360439,.0653595,.1633987,.0527243,.8880857,1.182279,8.429,1.274,18.733,34,7649,"E06000026","E06000026",20.99621,15.42685,108.2565,.0909445,.0649604,.1169287,.2078732,1.274,18.733,9.734978,10.18106,6.691157,7.976909,5.765699,.2387073,.0183621,2078.152
"E02003141",3,3.402459,.4662993,.4239084,.1786162,.9048671,2.408286,9.318,1.472,20.513,34,8053,"E06000026","E06000026",21.64411,10.36881,121.3906,.3618667,.0124782,.686299,.5615174,1.472,20.513,11.41162,9.537367,8.232503,11.9573,7.963901,.6649778,.079164,9749.106
"E02003142",1,4.416094,.4677581,.4343468,.2078335,.9299793,.6164685,9.641,1.612,22.745,34,9171,"E06000026","E06000026",20.67386,12.60495,138.7447,.1871422,.3192426,.6054602,.2311757,1.612,22.745,11.97217,11.58829,8.949137,14.20345,9.144056,.3147954,0,3880.357
"E02003143",0,5.163627,.1349072,.2023609,.0861807,.900179,.834296,8.193,1.195,15.103,34,7456,"E06000026","E06000026",22.11642,16.00054,112.1385,.1155179,.0641766,.3080477,.0641766,1.195,15.103,11.63683,11.3555,6.828644,9.66752,6.131413,.1932537,.035137,3902.281
"E02003144",0,3.034405,.3913894,1.891716,.0958337,.9014072,1.83608,10.167,1.822,25.315,34,8865,"E06000026","E06000026",8.934011,5.764241,139.3838,.9069793,.7300078,1.592744,1.581683,1.822,25.315,9.429997,13.47518,5.831363,15.94431,5.625862,.7016665,.050119,9852.763
"E02003145",1,5.271543,.3458712,.9511457,.1321683,.8973951,2.924312,9.415,1.575,21.41,34,6905,"E06000026","E06000026",20.56481,12.54164,119.2317,.5733945,.4443807,1.304472,.8744266,1.575,21.41,9.24567,10.41972,6.075727,10.74259,5.922763,.7240995,.0742666,5692.914
"E02003146",0,2.422686,.439319,1.098298,.1289862,.9026938,.7429585,10.167,1.822,25.315,34,8957,"E06000026","E06000026",13.17405,6.933125,113.3258,.6209803,.2439565,1.186516,1.009093,1.822,25.315,10.51323,11.91499,4.883563,14.22112,5.701755,.6246677,.0797448,10804.77
"E02003147",1,2.142704,.5025126,.3517588,.3065197,.9409005,.2877698,9.281,1.296,30.049,34,9334,"E06000026","E06000026",17.73088,9.363617,151.4818,.235448,.2877698,1.255723,.5493787,1.296,30.049,12.64406,11.32697,9.713533,20.84294,10.5103,.2685765,.0179051,4461.788
"E02003148",1,2.563623,.3686636,1.290323,.1928907,.8911079,.0606919,9.069,1.876,27.253,34,10688,"E06000026","E06000026",12.01347,7.980913,139.9778,.6372648,.6372648,1.517297,1.59822,1.876,27.253,9.017059,13.18711,6.417547,17.30301,4.860465,.4302326,.0116279,6977.904
"E02003149",0,2.327506,.7166746,1.051123,.1928201,.9206265,.4496788,9.198,1.82,25.345,34,9667,"E06000026","E06000026",14.10986,7.458364,140.6883,.5353319,.888651,1.488223,1.295503,1.82,25.345,10.23192,13.59709,7.185084,16.28013,7.25341,.4328437,.0262329,4949.292
"E02003150",0,4.16294,.6762717,1.970009,.2639332,.893896,0,8.143,1.434,21.633,34,12299,"E06000026","E06000026",18.96089,10.87893,145.3027,.7411929,.5755145,1.700384,1.560865,1.434,21.633,9.422492,9.118541,7.693769,14.3617,6.334202,.6410257,.0434594,5425.109
"E02003151",3,11.4741,.128999,.128999,.0684593,.886876,1.557256,7.942,1.471,13.375,34,7530,"E06000026","E06000026",21.95219,21.87251,99.88596,.0805477,0,.2282186,.2416432,1.471,13.375,9.978574,8.295072,5.23416,8.264462,3.957733,.1536984,.0768492,1607.697
"E02003152",0,6.319666,.1474926,.3195674,.0841065,.8921729,.6683641,8.058,1.338,15.576,34,10317,"E06000026","E06000026",22.48716,16.9623,99.14487,.1060895,.0530448,.2652239,.1485254,1.338,15.576,10.30697,8.3352,5.5568,9.321084,5.180812,.2656827,.0442804,1312.043
"E02003153",0,7.679068,.0661376,.2645503,.0603344,.9140489,.1268553,7.947,1.203,12.152,34,7553,"E06000026","E06000026",20.73348,16.72183,110.4226,.0761132,.0126855,.507421,0,1.203,12.152,11.9379,9.609208,5.620985,8.859743,5.447964,.1809955,.0180995,3144.559
"E02003154",1,6.559867,.0687285,.3436426,.242708,.9414255,.2925606,8.149,1.097,11.93,33,7241,"E06000027","E06000027",21.73733,17.48377,131.976,.153246,.1253831,.1393146,.2507662,1.097,11.93,14.97534,10.35941,7.293869,16.91332,2.84585,.2371542,.0790514,3686.61
"E02003155",2,8.994801,.118859,.5942948,.1712486,.9193904,2.919959,7.175,.759,8.33,33,5770,"E06000027","E06000027",22.56499,18.68284,117.6858,.377877,.1030574,.1889385,.1374098,.759,8.33,12.40646,9.294998,6.104766,12.72154,2.825553,.4668305,0,1333.199
"E02003156",1,3.896349,.0305437,.8857666,.1293337,.9228399,.0524934,7.932,1.053,11.504,33,10574,"E06000027","E06000027",20.70172,14.09117,112.1932,1.081365,.4409449,.304462,.2414698,1.053,11.504,11.82796,10.83702,6.008855,9.825006,2.96827,.4386606,.029244,2544.748
"E02003157",0,3.342142,0,.7246377,.2385284,.9187692,1.092721,8.185,1.137,13.984,33,6433,"E06000027","E06000027",23.28618,14.08363,132.1347,.1767636,.0803471,.2410413,.305319,1.137,13.984,13.42706,11.10721,7.100176,14.86819,3.032258,.7741935,.0215054,4021.205
"E02003158",1,9.414042,.039557,.4351266,.1804278,.9294854,2.003676,8.587,1.242,12.934,33,5683,"E06000027","E06000027",20.34137,20.92205,123.5932,.3492647,.0735294,.2205882,.1286765,1.242,12.934,14.30385,10.02962,7.067287,11.25688,2.25781,.1312681,.1050144,4846.521
"E02003159",0,4.455617,.0514403,.2572016,.2159037,.9291248,1.774839,8.257,1.125,12.367,33,5768,"E06000027","E06000027",21.68863,12.23994,128.2006,.2610057,.1044023,.1218027,.2088046,1.125,12.367,14.74521,10.44452,6.39682,12.5768,2.291169,.4534606,0,7805.683
"E02003161",5,4.884284,.4009623,1.042502,.3074054,.9383296,1.203422,8.579,1.231,14.131,33,7432,"E06000027","E06000027",23.64101,12.58073,145.1487,.2174859,.2319849,.2754821,.3769755,1.231,14.131,12.88969,8.932854,5.185851,18.58513,4.528582,.9651076,.0371195,5084.314
"E02003163",1,12.58312,.3098716,.4426737,.1531111,.8710645,4.641893,7.205,.757,9.976,33,7820,"E06000027","E06000027",25.97187,27.26343,121.2183,.2185933,.1157259,.5143371,.1285843,.757,9.976,10.35821,7.223881,4.089552,9.343284,2.406041,.8429926,.0175623,1931.15
"E02003164",0,9.085804,.1155001,.3927004,.1057016,.9048066,2.09608,7.94,1.076,11.574,33,8904,"E06000027","E06000027",23.02336,21.39488,107.6878,.1472921,.1019714,.1359619,.0566508,1.076,11.574,11.51779,8.830304,5.707704,9.470181,2.568218,.4173355,.0481541,3251.562
"E02003165",3,6.653565,.2624672,.3608924,.1336813,.9167362,1.373896,8.417,1.324,13.144,33,7124,"E06000027","E06000027",22.6137,17.32173,113.9261,.2102902,.0560774,.1261741,.1121548,1.324,13.144,13.0711,9.531013,7.352496,11.73979,2.520181,.8072455,.0787557,4997.676
"E02003166",0,4.065389,.1565354,.234803,.2104397,.9376683,0,7.512,1.164,8.597,33,11684,"E06000027","E06000027",21.07155,14.89216,124.387,.1622602,.0381789,.1718049,.0954472,1.164,8.597,13.50802,9.939011,8.786989,13.5532,2.578912,.4701142,.0268637,1059.594
"E02003167",1,10.25964,.0469263,.5631159,.2455719,.9175032,3.892215,9.413,1.878,16.199,33,9513,"E06000027","E06000027",24.23,18.16462,131.664,.2994012,.2772233,.2661344,.4657352,1.878,16.199,13.2337,10.67935,7.255435,16.22283,3.322884,1.144201,.031348,5437.711
"E02003168",1,8.043234,.0307598,.522916,.1163887,.9024761,.6078148,7.832,1.288,10.688,33,7124,"E06000027","E06000027",24.70522,21.79955,118.7953,.0723589,.1013025,.1591896,.2749638,1.288,10.688,12.48796,9.213483,7.351525,11.87801,2.815495,.5591055,0,2332.048
"E02003169",1,11.10126,.0499625,.2248314,.0792558,.890106,.8862851,6.987,.698,7.4,33,6765,"E06000027","E06000027",24.03548,28.89874,111.7448,0,.0450653,.0600871,.2103049,.698,7.4,11.00847,8.275597,5.735181,9.930716,1.981051,.3875969,.0430663,684.2333
"E02003170",3,9.09282,.0195503,.1955034,.1557528,.8991871,1.007395,7.361,.903,8.899,33,9513,"E06000027","E06000027",24.95532,26.40597,112.0777,.2036223,.0750188,.0643018,.0857357,.903,8.899,12.95752,7.694363,6.86615,11.75528,2.8,.4740741,.0296296,2877.158
"E02003171",1,8.497257,.0285959,.2287675,.158649,.9187952,1.344743,6.994,.69,6.923,33,7473,"E06000027","E06000027",24.07333,21.98582,113.5627,.0814996,.0271665,.0679163,.0543331,.69,6.923,14.27607,7.931151,6.749916,13.06109,2.041595,.3434459,0,2575.075
"E02003172",5,7.184588,.0760456,.608365,.1685462,.9331978,.0321182,9.405,1.234,16.746,35,6333,"E06000058","E06000058",23.11701,16.54824,140.2705,.0481773,.1124137,.6102457,.3854183,1.234,16.746,12.23184,11.74257,7.602559,12.72111,4.53708,.2533395,.0230309,2466.785
"E02003173",2,8.664707,.2657807,.8305648,.1578623,.9350738,.1967312,9.756,1.437,19.517,35,6463,"E06000058","E06000058",22.79127,19.15519,119.5639,.2421308,.0151332,.2875303,.2421308,1.437,19.517,11.8516,12.09206,8.965991,12.84782,2.648441,.1922255,0,2787.207
"E02003174",0,7.32619,.2029574,.6958539,.0891563,.8980329,.9263834,9.742,1.347,18.516,35,8026,"E06000058","E06000058",22.88811,16.83279,112.2151,.333498,.0247036,.3458498,.6546443,1.347,18.516,9.66744,10.87909,5.852024,8.04331,3.311142,.6131745,.0525578,3627.652
"E02003175",1,4.609197,.2000667,1.167056,.0937496,.9199324,.6346025,9.379,1.264,17.047,35,9199,"E06000058","E06000058",20.64355,12.53397,127.273,.6123358,.2004008,.5789356,.7014028,1.264,17.047,10.20498,11.3952,5.929028,8.529865,4.736087,.7175889,.0159464,2920.595
"E02003176",2,4.167787,.1346499,.4937163,.2537194,.9501104,.0284941,10.185,1.863,20.897,35,7438,"E06000058","E06000058",20.86582,11.32025,145.6972,.1709645,.1282234,.5983759,.4274113,1.863,20.897,14.24149,12.7623,10.28552,17.50946,6.321723,.2415945,.0603986,3444.343
"E02003177",0,4.899065,.0738007,.8487085,.0678746,.9066993,.0752162,10.295,1.502,20.432,35,8124,"E06000058","E06000058",21.73806,11.48449,113.7502,.6644102,.2256487,.5139777,.6518741,1.502,20.432,9.609394,10.8555,4.696861,7.452672,5.169403,.7334963,.0523926,5679.993
"E02003178",0,5.562743,.3731343,.4748982,.1350259,.9147319,.5993766,9.939,1.465,19.31,35,8503,"E06000058","E06000058",19.78125,13.03069,141.4416,.1678255,.4555263,.4795013,.6713018,1.465,19.31,12.07383,12.17636,7.228916,12.33017,4.53511,.4876463,.0487646,4233.913
"E02003179",0,6.4644,.1950078,1.287051,.200807,.9327049,.680167,9.826,1.676,23.158,35,6559,"E06000058","E06000058",20.59765,15.38344,139.9363,1.221209,.3710001,.8038337,.5719585,1.676,23.158,13.2916,11.37702,7.216495,12.22386,4.624018,.4938272,.0673401,2476.396
"E02003180",0,2.723413,.3368624,2.309913,.1164372,.910773,0,10.21,1.466,21.895,35,9657,"E06000058","E06000058",14.51797,7.735322,128.8307,.8332455,.6750343,.9281721,1.592659,1.466,21.895,10.85941,15.06306,5.371322,14.3858,6.537149,.6300867,.0918876,8060.397
"E02003181",0,4.848903,.3017729,1.772916,.0714676,.874026,1.024011,9.881,1.471,21.115,35,8703,"E06000058","E06000058",19.74032,11.63966,104.8139,.4237288,.2471751,.8592279,1.165254,1.471,21.115,9.30924,9.949679,5.26075,9.263494,4.85881,1.230478,.1262029,4915.813
"E02003182",2,5.635308,.15625,2.539063,.0594416,.8794255,.7925621,9.767,1.447,21.697,35,6548,"E06000058","E06000058",22.28161,15.22602,109.0588,1.874714,.6706295,.7163542,1.630849,1.447,21.697,8.647386,8.764242,3.505697,5.404616,2.776609,1.556584,.1893143,2064.6
