msoa11cd,covid19,p80up,pblack50up,pasian50up,incomescore19,higheredu,pcarehm,pm251418,so21418,nox,countDays,allpop,la,utla,p5064,p6579,morbidity,pindian,ppakbang,pblack,pchinese,so21418,nox,pcareservice,psale_cust,pprocess_plant,pelementary,pbus,ptrain,ptube,personkm2
"E02000094",6,3.321355,9.165233,38.16695,.1204495,.8172827,.8804024,11.73,1.315,37.452,43,9183,"E09000005","E09000005",18.04421,10.18186,117.1977,18.47702,7.569174,13.44615,1.966613,1.315,37.452,8.325219,10.44304,7.570594,12.17137,10.99844,3.213729,14.10296,7892.853
"E02000095",7,5.263158,5.695196,53.48393,.1116086,.8083078,1.380909,11.461,1.247,34.839,43,9994,"E09000005","E09000005",18.56114,11.08665,99.66629,39.62302,5.463159,7.6202,.6954944,1.247,34.839,6.877848,11.21718,5.94489,10.82664,7.827024,4.054964,17.9577,6452.619
"E02000096",7,6.26087,3.161634,48.45471,.0753087,.784784,.4606476,11.251,1.211,33.656,43,7475,"E09000005","E09000005",18.48829,16.26756,92.67316,43.84048,4.198473,4.145828,1.250329,1.211,33.656,5.699347,7.607843,3.215686,5.908497,4.387345,4.090194,19.50708,4570.459
"E02000097",10,4.177201,10.8854,36.91069,.1207709,.8379595,0,11.567,1.296,36.792,43,9097,"E09000005","E09000005",19.90766,9.97032,111.2124,22.95155,6.430007,11.6209,.9600357,1.296,36.792,7.872289,10.94321,7.604192,12.69803,10.61853,3.290676,12.94942,4861.267
"E02000098",20,3.970606,9.281815,37.16926,.1446277,.8078432,.3398792,11.304,1.236,34.258,43,8437,"E09000005","E09000005",18.65592,10.6673,121.2584,23.43907,5.689829,12.72659,1.787513,1.236,34.258,6.604027,8.42953,5.637584,10.55034,5.727843,4.37214,21.50483,4588.791
"E02000099",5,4.11587,9.757305,45.12135,.1219683,.8378406,.6431607,11.182,1.223,33.278,43,8941,"E09000005","E09000005",17.40298,7.896208,95.95317,26.34662,5.765476,13.96577,1.538992,1.223,33.278,7.987298,9.306302,5.617978,11.96873,6.177911,6.051509,23.33702,6946.396
"E02000100",6,4.198343,6.34861,52.81743,.0635747,.8299234,.405341,11.367,1.252,36.125,43,8813,"E09000005","E09000005",18.63157,12.31136,117.335,30.93705,7.236528,8.30949,1.692895,1.252,36.125,6.29884,7.885389,4.191333,6.725077,4.119062,3.638004,16.02526,4240.056
"E02000101",15,4.084184,18.81676,29.21118,.1848962,.8307438,1.800257,12.032,1.342,42.801,43,9598,"E09000005","E09000005",18.05585,9.845801,125.7535,18.05615,5.347192,22.52465,1.393056,1.342,42.801,7.932511,10.14858,6.597834,12.38983,9.313725,3.951277,17.03803,6836.604
"E02000102",9,2.741549,20.97481,34.93976,.1938747,.8625145,.0513677,13.142,1.455,54.449,43,7514,"E09000005","E09000005",18.67181,8.783604,133.838,15.89829,9.259022,23.42365,.4109413,1.455,54.449,9.395761,10.75609,9.174312,16.1025,13.21797,3.019146,11.87408,5527.854
"E02000103",4,4.166214,13.97188,22.3638,.1983676,.8286666,.206351,12.434,1.454,45.856,43,9217,"E09000005","E09000005",18.78051,8.842357,112.8863,5.628798,7.394245,21.09366,.6993007,1.454,45.856,8.966273,10.33726,7.677543,14.34055,13.03577,2.803738,12.8263,5201.345
"E02000104",10,5.864579,9.957527,41.10429,.1348859,.8162808,1.403872,11.69,1.274,37.732,43,7281,"E09000005","E09000005",18.54141,11.05617,115.3347,26.39279,6.82725,13.27028,1.433427,1.274,37.732,7.064868,10.95055,7.225433,11.8176,7.155671,4.365159,18.43731,6571.972
"E02000105",6,3.012544,12.08487,47.97048,.1348877,.853396,.4346881,11.683,1.324,37.415,43,9726,"E09000005","E09000005",17.14991,8.760025,116.1224,28.72202,6.889807,13.93175,.9780483,1.324,37.415,7.564958,12.46264,8.00184,15.31387,12.0255,5.578094,16.31411,7100.171
"E02000106",12,2.947803,20.02573,29.41681,.1797895,.8540991,.0783009,13.209,1.562,57.194,43,10652,"E09000005","E09000005",18.31581,8.082989,122.0226,11.06979,6.655574,21.94382,.8613096,1.562,57.194,8.881506,9.811739,8.815061,17.2536,12.51003,3.331549,17.64785,7943.221
"E02000107",2,2.228388,10.25086,21.15052,.1443567,.8553081,.1777029,12.451,1.365,45.621,43,11533,"E09000005","E09000005",16.74326,8.141854,115.1965,4.723157,6.434718,12.82267,1.010101,1.365,45.621,8.582416,7.673484,4.841811,14.22828,14.62409,4.560452,23.83926,12081.49
"E02000108",6,3.095882,15.17647,44.70588,.1225943,.8400769,.1518833,11.703,1.32,37,43,6654,"E09000005","E09000005",17.52329,10.21942,117.9895,27.339,7.047388,14.96051,.4404617,1.32,37,7.627937,11.74767,8.625684,15.12713,12.41817,4.664485,17.59411,8184.174
"E02000109",14,2.815481,25.12479,42.30449,.1150204,.8559395,.2128954,11.827,1.381,43.105,43,12893,"E09000005","E09000005",14.93058,7.205461,118.0852,26.53082,7.471614,22.03974,1.297648,1.381,43.105,6.936784,10.33093,9.036911,14.48876,10.31545,5.430587,18.58113,6643.639
"E02000110",4,2.713988,12.77641,25.1597,.1296363,.8272085,.0494621,12.174,1.388,44.217,43,8622,"E09000005","E09000005",17.119,9.765716,109.3484,7.815012,6.294052,13.98541,1.817732,1.388,44.217,7.180546,7.341133,4.198211,10.71347,7.429191,4.30274,29.31435,10789.94
"E02000111",10,3.287646,11.40456,60.42417,.1274954,.8501502,.8791658,11.854,1.419,39.003,43,10798,"E09000005","E09000005",18.66086,8.538618,121.5206,45.40993,6.798201,11.99141,.3373543,1.419,39.003,7.857594,13.10301,10.34338,18.41163,13.65348,5.743879,14.64891,9574.125
"E02000112",8,3.497903,20.47754,52.08418,.1257271,.8463001,.879983,12.512,1.478,46.39,43,10492,"E09000005","E09000005",19.58635,7.977507,124.2477,34.04368,6.891433,17.8011,1.092027,1.478,46.39,7.856389,11.44667,9.567054,20.80253,15.70203,6.141904,15.02111,8269.296
"E02000113",8,2.577687,39.36673,19.51796,.2849951,.8635529,0,12.877,1.785,52.495,43,9815,"E09000005","E09000005",19.41926,7.804381,135.4807,7.426204,4.640083,44.174,.3832211,1.785,52.495,12.87013,14.80504,10.72999,17.26766,13.61145,4.019488,8.297808,6616.373
"E02000114",5,2.551724,16,25.02857,.1544409,.8553821,.0776915,12.561,1.492,46.171,43,10150,"E09000005","E09000005",14.97537,7.211823,109.9125,6.970033,5.571587,15.07214,1.132075,1.492,46.171,7.727913,7.023546,4.870195,13.74522,14.03043,3.601843,27.9073,16546.52
"E02000115",4,3.348088,11.63506,13.58278,.1477443,.8264261,.3117506,12.409,1.376,47.199,43,8811,"E09000005","E09000005",16.71774,8.2397,117.2164,4.004796,1.76259,11.67866,1.882494,1.376,47.199,5.959149,5.81175,3.01116,6.569804,8.048349,4.392689,33.10731,10380.1
"E02000116",6,1.949712,20.54795,26.89913,.2131617,.8724797,.085858,12.561,1.492,46.171,43,9386,"E09000005","E09000005",16.55657,5.668016,140.7618,8.131976,4.50141,22.89955,1.214277,1.492,46.171,10.71996,9.793542,7.411329,19.34886,18.51183,3.975033,18.54468,8561.335
"E02000117",28,2.932596,42.49726,17.45162,.2597043,.863346,.4411887,12.781,1.594,48.633,43,13026,"E09000005","E09000005",19.19238,7.577153,130.8876,4.153833,4.586698,41.82969,.4578373,1.594,48.633,10.82553,10.38989,9.387933,20.01743,16.61319,3.969103,9.649436,14635.73
"E02000118",14,2.958809,16.55348,55.89983,.1192211,.8574642,.0636605,12.09,1.425,41.757,43,10342,"E09000005","E09000005",19.86076,7.861149,118.2098,38.6313,5.220159,15.11936,.5729443,1.425,41.757,7.61969,11.55316,15.10452,19.91459,10.60204,5.419751,12.4319,8382.345
"E02000119",11,2.8,53.51213,11.81354,.2599673,.8523418,0,13.18,1.589,58.446,43,9000,"E09000005","E09000005",17.47778,6.822222,168.0885,4.401214,2.759382,51.15894,.3725165,1.589,58.446,12.23845,13.02803,8.843268,16.69957,13.55046,4.302372,9.227985,3500.122
"E02000120",2,2.310947,14.58333,13.02083,.1554798,.8348135,0,12.94,1.621,56.667,43,9217,"E09000005","E09000005",16.25258,8.050342,116.9279,2.832646,1.67137,12.24224,1.812459,1.621,56.667,7.582079,5.65935,3.138037,8.742971,13.06811,5.414307,28.20445,18209.8
"E02000121",15,2.703707,10.33737,67.47404,.1270836,.8437644,0,13.221,1.641,52.653,43,10763,"E09000005","E09000005",16.67751,8.835827,110.7611,49.28915,5.138251,8.395836,.6604724,1.641,52.653,6.603774,13.07278,12.1743,19.83378,11.43144,4.905335,15.8778,7712.571
"E02000122",8,4.582693,11.87035,14.93649,.1172705,.8220481,.0866444,12.417,1.481,46.617,43,7812,"E09000005","E09000005",20.2765,10.25346,110.9446,7.067707,3.379131,11.59797,.9035771,1.481,46.617,7.356102,5.779795,3.080965,6.973967,10.33284,4.338467,20.73191,6496.574
"E02000123",12,2.062374,32.98376,15.29093,.2104787,.8814247,.2581697,12.995,1.621,51.609,43,15904,"E09000005","E09000005",19.10211,6.011066,125.8855,4.511176,2.901012,33.0661,.5367212,1.621,51.609,11.22881,9.095037,7.53632,19.38559,17.47054,4.915317,13.99116,15366.43
"E02000124",6,2.557772,15.3777,10.97122,.1232347,.8322955,.0684797,12.516,1.489,49.397,43,10126,"E09000005","E09000005",17.37112,8.018961,102.9291,2.827235,1.52612,12.56114,1.134807,1.489,49.397,7.326194,5.133435,2.838688,7.989121,11.06446,5.519881,26.94493,9235.104
"E02000125",5,3.712208,25.31405,17.01561,.1206684,.8564169,.1017106,12.37,1.47,46.555,43,10452,"E09000005","E09000005",19.2212,8.419441,123.9209,7.452612,2.376329,18.77947,.8969024,1.47,46.555,8.065886,6.316862,4.262184,9.492273,12.2068,5.409287,21.4696,13646.41
"E02000126",5,2.574457,35.6711,12.51511,.2848392,.8476228,.3215434,12.94,1.621,56.667,43,7924,"E09000005","E09000005",18.09692,7.508834,131.964,2.610933,2.237942,39.31833,1.234727,1.621,56.667,11.11111,11.29785,8.123249,13.69437,16.09644,4.183655,16.04325,18098.2
"E02000127",2,4.168871,3.59116,3.70955,.2056114,.9078611,.459743,11.36,1.233,29.562,42,9451,"E09000006","E09000006",18.09332,8.845625,118.8234,1.980431,.2475539,9.654603,.7662383,1.233,29.562,10.98661,7.625034,5.684613,11.31457,8.225616,15.5951,1.964076,4246.956
"E02000128",1,4.677089,1.059927,3.709743,.0838265,.8840964,.8774335,10.776,1.141,25.191,42,7804,"E09000006","E09000006",19.91286,12.67299,101.6184,1.494379,1.151631,2.796819,.9734028,1.141,25.191,7.097118,6.85699,4.909285,6.296691,4.784418,20.10212,1.720877,3076.025
"E02000130",1,2.805472,10.27547,5.596852,.1112832,.8702906,.1895375,12.059,1.381,33.842,42,8626,"E09000006","E09000006",19.34848,9.923487,108.2573,1.718474,1.402578,16.35077,1.06141,1.381,33.842,7.97822,5.989583,3.929924,6.723485,6.742323,25.9012,5.874499,5803.895
"E02000131",6,1.300921,13.79928,6.51135,.1431676,.8971898,.4802323,11.757,1.3,33.963,42,10531,"E09000006","E09000006",14.73744,5.564524,106.9508,1.786911,.9157918,21.95667,.9604646,1.3,33.963,7.971159,5.587823,3.605047,7.891047,9.078054,28.45023,7.480204,5961.129
"E02000132",5,4.418262,2.216278,4.700038,.0984322,.8793375,.6653438,11.466,1.2,31.501,42,10185,"E09000006","E09000006",16.54394,10.00491,93.87929,3.081592,.5953076,6.79351,1.424069,1.2,31.501,5.519348,4.602851,2.912424,4.439919,3.54366,34.65909,5.861244,5861.565
"E02000133",4,7.796738,.5777443,5.450892,.0400492,.8057163,1.91547,10.669,1.054,25.238,42,10607,"E09000006","E09000006",21.93834,12.73687,86.4411,3.799709,.843223,2.082032,.9785551,1.054,25.238,4.667519,4.177323,1.811594,2.621483,1.818182,29.00149,1.594635,1774.697
"E02000134",7,3.484379,2.295506,4.332364,.1087818,.8546982,1.002506,11.364,1.225,29.424,42,11939,"E09000006","E09000006",17.68155,9.414524,107.1013,2.469136,.6126427,5.123921,.8818342,1.225,29.424,6.184505,5.480158,2.765848,5.755025,5.344742,26.87252,2.65377,6170.657
"E02000135",7,2.638322,15.61761,6.294368,.2333441,.8975084,.9759606,11.938,1.34,32.916,42,10537,"E09000006","E09000006",18.60112,6.71918,137.4267,1.561537,2.034107,28.35422,.4931169,1.34,32.916,11.28423,9.537299,5.68933,13.10198,11.56701,16.9304,4.593194,9107.658
"E02000136",8,7.871416,1.602425,4.504114,.1165654,.8884709,3.893157,10.708,1.09,24.447,42,5755,"E09000006","E09000006",21.04257,14.26586,106.4343,2.182263,2.287011,3.928073,2.287011,1.09,24.447,9.632446,6.337136,4.604985,8.027039,3.781837,14.56136,.6174428,1262.358
"E02000137",6,6.559887,1.426146,4.108659,.0593787,.833002,1.827242,11.199,1.157,29.198,42,8491,"E09000006","E09000006",19.05547,13.04911,93.5585,2.862254,.4600051,3.961155,.7283414,1.157,29.198,5.563619,5.249153,3.096275,3.701016,3.797248,26.68525,3.013412,4562.149
"E02000138",5,8.504433,1.674787,3.714982,.0410725,.8102601,.1134073,11.031,1.116,27.578,42,8572,"E09000006","E09000006",20.84694,14.89734,79.80762,2.545363,.5922379,3.881048,1.083669,1.116,27.578,4.154026,4.550758,2.660443,3.453909,3.398471,29.97451,3.908241,4112.38
"E02000139",5,3.425879,4.433735,3.566265,.0723483,.8536822,.1235585,11.587,1.346,31.167,42,7852,"E09000006","E09000006",19.9567,8.443708,96.30179,1.455244,.8786381,6.630972,.6315212,1.346,31.167,6.724933,5.729546,3.374605,5.195436,3.802487,30.67219,4.793656,5111.386
"E02000140",5,3.257515,2.543143,2.043597,.2334629,.9213276,0,11.118,1.235,27.407,42,8749,"E09000006","E09000006",18.04778,9.315351,122.3486,.7088671,.9451561,8.444223,.7088671,1.235,27.407,11.29332,11.16955,8.415842,13.73762,6.989936,12.31473,.6221409,4636.337
"E02000141",3,3.078371,8.705114,4.461371,.1055297,.8861074,.3170029,12.111,1.417,33.054,42,7439,"E09000006","E09000006",19.55908,8.509209,96.61284,1.815562,1.729107,16.59942,.9798271,1.417,33.054,9.63365,6.729987,4.776119,7.109905,7.658264,22.18588,5.599384,7972.649
"E02000142",4,4.943439,1.826648,4.835244,.0556662,.8407875,2.510561,11.098,1.109,28.632,42,8840,"E09000006","E09000006",19.40045,12.56787,95.93683,3.633072,.6638503,3.452022,1.279421,1.109,28.632,6.955067,6.070745,3.083174,4.445507,3.647777,23.736,1.459111,4966.979
"E02000144",4,4.072536,1.812572,5.669109,.051343,.8557608,.1382329,11.348,1.142,31.383,42,9871,"E09000006","E09000006",17.74896,10.23199,87.34709,3.9166,.6796452,4.734478,1.486004,1.142,31.383,5.49358,6.167123,2.441591,5.241002,5.550373,26.91231,2.61194,4972.191
"E02000145",1,3.019732,3.527816,2.216192,.2197581,.9175749,0,10.695,1.035,21.448,42,9173,"E09000006","E09000006",16.85381,9.517061,124.7887,.9522632,.6678209,11.36532,.7172891,1.035,21.448,10.09949,10.25023,7.356045,12.99367,6.838988,13.22922,1.130856,813.1767
"E02000146",7,5.138714,1.377727,3.788749,.0660163,.8626121,1.850072,11.015,1.125,26.83,42,9516,"E09000006","E09000006",18.55822,9.993695,98.17796,1.741951,.6246997,3.291687,.7808746,1.125,26.83,7.012687,5.928489,3.644752,5.859285,6.319703,23.20041,1.740453,5276.119
"E02000147",5,5.655372,1.3058,5.34467,.0343045,.8239727,.2258753,10.767,1.067,26.047,42,8293,"E09000006","E09000006",23.35705,14.97649,84.15449,3.099511,.9285983,2.522274,1.167022,1.067,26.047,5.925926,5.634921,2.539683,3.333333,2.944325,20.28908,1.909351,3684.885
"E02000148",1,6.335311,1.063022,4.062263,.045977,.8322059,0,10.64,1.045,23.923,42,6740,"E09000006","E09000006",21.69139,15.32641,92.17527,2.353834,.4555809,2.36902,.7593014,1.045,23.923,6.21217,6.403313,3.854731,3.886588,3.049308,24.54585,1.038062,2401.285
"E02000149",5,4.278141,1.534919,3.031466,.1567214,.9120767,.0259471,11.295,1.254,28.626,42,8111,"E09000006","E09000006",20.99618,11.10837,107.3667,1.076803,.4929943,5.150493,.8432797,1.254,28.626,8.980044,8.980044,6.54102,9.090909,5.550484,16.32281,1.113748,4316.754
"E02000150",1,4.834429,2.968914,4.051694,.0559338,.8588681,0,11.137,1.141,27.373,42,8667,"E09000006","E09000006",23.37602,11.57263,90.44399,1.532751,.8142737,6.214825,1.017842,1.141,27.373,8.386464,6.694458,3.874448,5.002452,5.054832,18.83139,2.535984,2816.461
"E02000151",2,6.165905,.5732484,3.598726,.0278249,.8480964,0,10.39,.959,21.574,42,7655,"E09000006","E09000006",21.33246,15.96342,81.72888,2.270927,.5809348,1.373119,1.069448,.959,21.574,5.921788,6.564246,3.715084,3.938547,2.18721,27.45134,.81557,3642.437
"E02000152",0,4.162987,2.440191,2.966507,.1590344,.8840389,.1673768,10.574,1.057,22.856,42,7927,"E09000006","E09000006",19.14974,9.436105,129.0297,1.202069,1.049909,6.116859,.8064516,1.057,22.856,10.35912,8.90884,5.075967,9.668509,6.961471,13.7697,1.094571,3080.92
"E02000153",1,5.408821,1.078261,2.226087,.0365601,.8638442,0,10.662,1.023,24.617,42,7913,"E09000006","E09000006",22.74738,13.90118,93.32376,1.276596,.412637,2.372663,.554481,1.023,24.617,8.395763,6.923275,4.314131,4.830793,4.943451,19.39073,1.094491,3520.633
"E02000154",0,5.417793,.9489529,3.763089,.0724593,.8435574,.2764166,10.652,1.009,23.442,42,8509,"E09000006","E09000006",21.14232,13.50335,88.60011,2.525443,.7789924,2.977761,1.557985,1.009,23.442,7.116105,7.490637,4.394507,7.141074,4.561042,22.30796,.5486968,4078.744
"E02000155",3,7.787179,1.459617,2.302952,.095673,.8962639,0,10.826,1.048,24.428,42,6973,"E09000006","E09000006",23.1034,16.7073,101.3237,1.158581,.5068791,4.011586,1.086169,1.048,24.428,9.410676,8.608454,6.016662,8.485036,5.589063,14.97789,.5629272,3836.766
"E02000156",9,8.00719,1.185771,2.84585,.0408377,.8428432,.5953366,10.753,1.015,25.394,42,12239,"E09000006","E09000006",22.9022,14.89501,89.09228,1.885232,.4713081,2.546717,.6862907,1.015,25.394,7.847151,7.16479,3.428864,4.998294,4.881815,19.12341,1.18779,3184.462
"E02000157",7,8.206245,.4896313,2.419355,.0271155,.8600258,0,10.53,.964,22.567,42,8262,"E09000006","E09000006",21.35076,15.05689,94.42308,1.783024,.7282773,.9668508,.9542943,.964,22.567,6.758212,6.704362,3.257943,4.469574,3.24746,22.33309,.7982584,3375.427
"E02000158",3,6.773163,1.311127,2.445074,.1305884,.8735592,0,10.49,.943,22.212,42,7825,"E09000006","E09000006",20.16613,13.72524,105.2081,1.181423,.5024443,5.336773,.7468767,.943,22.212,7.092652,8.434505,5.686901,9.041533,4.964965,16.35636,.6006006,3622.096
"E02000159",4,7.339845,.6805035,3.538619,.0403675,.8620551,0,10.303,.86,20.847,42,6962,"E09000006","E09000006",23.06808,16.37461,80.80524,2.891955,.1908397,2.011157,.3082795,.86,20.847,6.608749,6.763885,3.723239,4.809184,4.405653,14.58853,.6442228,1182.747
"E02000160",4,6.108485,.3621995,1.745143,.0390097,.8780257,.8019348,10.442,.885,20.829,42,8038,"E09000006","E09000006",23.94874,14.38169,89.9893,.6491854,.1654786,1.514766,.5346232,.885,20.829,7.649015,6.114096,4.50243,5.372218,4.759358,16.13191,1.14082,950.1686
"E02000161",5,5.199818,.6289308,2.924528,.033384,.8600479,.2140309,10.675,.893,23.284,42,8808,"E09000006","E09000006",20.12943,13.8851,88.91735,3.210464,.4875149,2.271106,1.37931,.893,23.284,7.265365,7.837065,3.739876,4.835636,3.496504,22.87712,.8158508,5124.55
"E02000162",4,9.084406,.8170515,2.131439,.0827733,.8812526,0,10.149,.77,17.07,42,6990,"E09000006","E09000006",20.98713,16.36624,99.54311,1.807859,.6872852,1.703272,.4332885,.77,17.07,7.942708,6.966146,5.078125,8.040364,4.829668,13.28159,.6899526,547.7911
"E02000163",3,6.478619,.3423592,2.085279,.0597819,.8532727,0,10.227,.805,17.94,42,7764,"E09000006","E09000006",22.91345,15.79083,93.93052,1.633987,.3137255,1.267974,.7320262,.805,17.94,7.333683,6.757464,4.112101,4.662127,2.557127,19.93108,.9067827,686.664
"E02000165",2,3.193013,.4144219,1.243266,.0584017,.9061792,0,10.128,.769,16.372,42,6984,"E09000006","E09000006",22.79496,13.83162,92.49468,.4968062,.3690561,.9652236,.1987225,.769,16.372,10.42246,6.299014,5.590691,7.032633,4.460404,7.919108,1.512002,1233.51
"E02000166",4,4.531456,2.835333,4.870956,.1405818,.8375299,0,11.628,1.326,41.813,43,9092,"E09000007","E09000007",21.52442,14.32028,100.8106,.9591116,1.968703,5.72943,.9464917,1.326,41.813,5.994482,4.188613,1.956358,5.2922,11.82724,3.986711,15.86379,3006.579
"E02000167",1,5.669175,.9712365,4.370564,.0379157,.8483119,0,11.884,1.236,44.568,43,9437,"E09000007","E09000007",18.77715,13.06559,66.27939,2.051863,.5287009,1.863041,1.523162,1.236,44.568,3.819918,2.205548,.7048659,1.728058,5.080714,2.633815,30.51827,4533.925
"E02000168",2,3.147037,3.663986,5.183199,.1120603,.8495658,1.615272,12.334,1.607,51.897,43,9501,"E09000007","E09000007",18.35596,10.1884,108.8954,1.040137,3.40186,5.677925,.8443465,1.607,51.897,4.775655,4.731231,1.732563,4.731231,10.5164,5.446555,22.61811,13960.99
"E02000169",5,5.08751,1.360246,6.143045,.0391859,.866196,1.257038,12.375,1.338,47.783,43,9199,"E09000007","E09000007",16.77356,10.72943,58.70502,4.242504,1.008249,2.448606,2.029593,1.338,47.783,5.290148,3.454791,.8367072,3.103914,4.010025,2.882205,26.4411,8195.784
"E02000170",2,2.992776,3.817177,7.985937,.0939579,.8463818,.3358119,12.124,1.282,44.166,43,9690,"E09000007","E09000007",15.0258,8.854489,95.20974,3.406093,2.182778,4.581434,1.727033,1.282,44.166,5.03683,4.300219,1.453315,4.718296,8.091287,8.091287,32.18731,12562.19
"E02000171",4,3.476331,3.308824,7.858456,.112644,.8432527,0,12.339,1.508,51.214,43,9464,"E09000007","E09000007",17.57185,10.2071,87.70433,2.008186,3.786134,4.284983,1.560501,1.508,51.214,4.634831,4.166667,1.59176,3.604869,11.11849,3.982741,22.91736,18146.69
"E02000172",10,3.140236,8.383233,9.620758,.2177226,.8898715,.4631911,12.334,1.607,51.897,43,12101,"E09000007","E09000007",16.13916,7.610941,126.4309,1.123485,8.771066,12.02326,1.714792,1.607,51.897,8.288203,7.770191,4.191194,9.91288,12.2954,3.941338,12.72751,18089.91
"E02000173",0,3.871424,1.702128,10.90425,.0605824,.8663005,0,12.871,1.467,58.24,43,9893,"E09000007","E09000007",13.66623,8.50096,77.63344,3.908795,2.501629,3.869707,3.04886,1.467,58.24,3.451429,2.765714,.5714286,2.88,5.282576,2.767064,34.47929,12704.33
"E02000174",4,2.256741,8.188825,6.840077,.1662496,.8136849,0,12.842,1.575,52.951,43,10236,"E09000007","E09000007",16.94998,8.235639,113.1866,2.180399,6.254303,10.08722,.9295387,1.575,52.951,6.459279,5.335926,2.592353,5.832793,14.79983,4.856193,18.55759,18752.92
"E02000175",4,1.992883,6.008088,10.16753,.1056839,.8471484,0,12.32,1.375,49.301,43,11240,"E09000007","E09000007",12.18861,7.633452,93.76763,3.605335,3.164557,7.436709,2.079566,1.375,49.301,4.470588,5.013575,1.339367,4.271493,4.991949,11.0306,37.72142,16260.04
